beatmap_id,diff_sr,diff_size,diff_approach,main_skillset
1908618,5.99,5.5,9.2,Flow Aim
1520670,5.96,4,8,Tech
1511837,6.85,5.2,10,General Mechanics
2204493,6.58,5.5,10,Precision
1864175,6.41,3.9,10,Alt
679771,6.26,6.5,10,Low Density Reading
84358,7.28,4,9.7,Jump Aim
2239337,7.12,4,9.7,Speed
681201,6.75,4,10.3,Speed
373792,6.86,4,9.9,Low Density Reading
1922293,7.03,4,9.7,Kitchen Sink
1787835,7.33,4.5,9.4,Streams
1034570,6.74,4.2,9.7,Alt
1710439,7.21,4.1,9.8,Jump Aim
1693575,6.52,4,9.7,Streams
1876995,7.11,3.6,9.5,Alt
1163440,6.71,3.8,9.8,Tech
1872989,7.13,4.2,9.9,Strain Stamina
1529267,6.85,4,9.8,Awkward Aim
760779,7.24,4,9.6,High Density Reading
2134989,6.55,4,9.4,Flow Aim
1836851,5.88,5,8,Tech
1942387,7.03,5.2,10,General Mechanics
1083817,6.58,5.6,10,Precision
1774822,6.67,4.9,10,Alt
527704,6.59,6.5,10,Low Density Reading
2161310,7.15,4,10.1,Jump Aim
321946,6.81,4,10.3,Speed
1322582,6.87,4.9,10,Low Density Reading
1784064,6.3,4.4,9.4,Kitchen Sink
1596752,7.24,4,9.6,Streams
1748667,6.73,4.2,9.7,Alt
848400,5.95,4.3,9.3,Jump Aim
1594726,5.04,4,9,Streams
2089376,5.57,4,9.2,Alt
1429975,4.84,4.5,8.5,Awkward Aim
1824802,,,,#N/A
1971884,5.17,6,10,Precision
2169820,5.6,4,9.7,Jump Aim
1580808,5.14,3.8,10,Speed
1013155,5.83,4.3,9.3,Jump Aim
797658,5.8,4,9.2,Streams
2167576,5.65,4,9.4,Alt
530250,5.77,4.2,9.4,Tech
2206621,5.64,4.2,9.3,Awkward Aim
1522369,5.3,4,9,High Density Reading
90032,4.79,4,8,Flow Aim
1749208,5.26,5.2,10,General Mechanics
971086,5.12,5.6,10,Precision
47930,5.09,6.5,9.8,Alt
1961304,6.12,4,9.7,Jump Aim
662095,5.58,4,9.8,Speed
1688458,5.7,3.8,9.3,Kitchen Sink
1756926,5.82,4.5,9,Streams
951173,5.66,5,9,Alt
1841906,6.02,4,9.4,Jump Aim
1840374,6.09,4,9.3,Streams
1843708,5.74,3.7,9.3,Alt
1784484,5.94,4.6,9.3,Tech
720038,5.75,4,9,Awkward Aim
1506823,5.9,4.2,9.4,High Density Reading
31279,5.29,5,8,Flow Aim
1741066,5.82,5.2,10,General Mechanics
1413791,6.27,4,9.8,Jump Aim
1099369,6.09,4,9.2,Kitchen Sink
940378,5.6,4,9.7,Streams
963304,5.76,4,9.3,Alt
1520788,6.25,4,9.3,Jump Aim
2176538,6.22,4.3,9.2,Alt
1448070,5.79,3.7,9.3,Tech
2123415,5.74,4,9.3,Strain Stamina
239104,6.01,4,9,Awkward Aim
1775268,5.28,4.4,8.5,High Density Reading
1483766,6.17,4.3,9.3,Flow Aim
43589,5.45,5,8,Tech
1828634,6.13,5.2,10,General Mechanics
1869050,5.73,5.9,10,Precision
1834172,5.98,5.1,10,Alt
2185350,5.72,6.5,10,Low Density Reading
761541,6.06,4.5,10.1,Jump Aim
1126462,6.03,4.2,9.7,Speed
1863867,6.07,4.2,10,Speed
1810519,5.71,4,9.7,Low Density Reading
1052795,6.17,3.8,9.4,Kitchen Sink
1875674,6.23,4.5,9.4,Streams
1166723,5.54,4,9.2,Alt
1061459,6.22,4,9.4,Jump Aim
764292,6.2,5,9,Streams
588523,5.86,4,9.5,Alt
1582902,5.9,4.4,9.7,Tech
2025219,,,,#N/A
1647044,6.49,4,9.5,Awkward Aim
1575929,6.22,4,9.4,High Density Reading
1510579,5.87,4.3,9,Tech
1115999,5.76,5.2,10,General Mechanics
1640908,6.38,5.2,10,Precision
779438,6.2,5.7,10,Alt
1415401,6.38,6.5,10,Low Density Reading
2246285,6.34,3.8,10.3,Jump Aim
167819,6.78,4,9.7,Speed
1086008,6.38,4,10,Speed
70086,6.16,4,9.7,Low Density Reading
1530696,6.27,4,9.4,Streams
2110306,6.18,4,9.3,Alt
2066867,6.52,4.2,9.5,Jump Aim
976409,6.49,4,9.5,Streams
763289,6.1,4,9.1,Alt
1861701,6.66,4.2,9.4,Tech
2081564,6.22,4,9.6,Pattern Processing
1684136,6.01,3.6,9.4,Awkward Aim
2137969,6.25,3.5,9.3,High Density Reading
1963977,5.8,4,9,Flow Aim
2135438,5.79,5,8,Tech
1983436,6.41,5.2,10,General Mechanics
1116417,6.47,5.6,10,Precision
2033696,5.89,5.2,10,Alt
1728764,6.02,6.5,10,Low Density Reading
1232378,6.7,5,9.8,Jump Aim
1227255,6.62,4,10.3,Speed
1079550,6.17,4,10,Speed
985854,6.15,4,9.7,Low Density Reading
2075268,6.75,4,9.5,Kitchen Sink
1895860,6.55,3.8,9.4,Streams
1114132,6.72,4.2,9.5,Jump Aim
2336532,6.46,4.6,9.4,Streams
2133938,6.67,4,9.6,Alt
1804515,6.3,4,9.2,Tech
1614500,6.75,4,9.5,Strain Stamina
1980456,6.87,4.5,9.3,Pattern Processing
733432,6.59,4,9.4,Awkward Aim
680592,5.85,4.5,8,High Density Reading
1554713,6.22,5,9,Tech
1314214,6.55,5.3,10,General Mechanics
1658281,6.51,5.2,10,Precision
1836165,6.25,4.6,10,Alt
1388633,5.95,6.5,10,Low Density Reading
2248613,6.65,4,9.7,Jump Aim
1794557,6.96,4.2,10.3,Speed
1894827,6.79,4,10,Speed
47970,6.57,4,9.7,Low Density Reading
1425112,6.51,4,9.6,Kitchen Sink
1909993,7.36,4,9.4,Streams
2096997,5.59,4,9.2,Jump Aim
2046495,5.13,4,9,Alt
1394753,5.46,4.5,9.3,Awkward Aim
877816,4.91,4,8.5,High Density Reading
1619027,5.31,6.1,10,General Mechanics
895258,5.56,5.2,10,Precision
1523138,5.42,5,9.9,Jump Aim
92339,5.4,4,9.7,Speed
2035657,5.56,3.8,9.2,Jump Aim
495541,5.55,4.5,9.3,Alt
2258472,5.42,4.5,9.2,Tech
2044547,5.23,3.8,9.2,High Density Reading
49612,5,4,8,Flow Aim
391520,5.57,5.2,10,General Mechanics
33535,5.57,6.5,10,Precision
2061190,5.03,4.7,10,Alt
45076,5.76,5,9.7,Jump Aim
2025223,5.68,4,9.9,Speed
692389,5.76,4.2,9.2,Kitchen Sink
1151879,5.66,4,9,Streams
1039561,5.65,4.2,9.5,Jump Aim
332571,5.86,4,9,Streams
2204391,5.52,4.5,9.4,Alt
123374,5.45,5,9,Tech
1978834,5.56,4,9.3,Awkward Aim
426337,5.59,4,9,Flow Aim
907850,5.72,4.9,10,General Mechanics
1386196,,,,#N/A
380596,5.62,4,9.7,Jump Aim
1919109,5.66,4,10,Speed
1589231,5.46,4,10,Speed
1538589,5.94,4,9.3,Kitchen Sink
765525,5.52,4,9.3,Streams
1795805,5.71,3.8,9.3,Jump Aim
941254,5.46,4,9.3,Tech
1278874,6.08,4.2,9.2,Strain Stamina
2209919,5.89,5,9,Awkward Aim
86352,5.38,4,8,High Density Reading
1773168,5.84,4,9.3,Flow Aim
105305,6.07,4,9,Tech
682956,5.88,5.5,10,General Mechanics
1173869,5.89,5.2,10,Precision
143083,5.74,6.5,10,Alt
1803876,6.11,4,10,Jump Aim
136664,5.66,4,9.7,Speed
739845,5.95,4,10,Speed
108936,5.34,5,9,Low Density Reading
887556,6.02,4,9.3,Kitchen Sink
904030,6.05,3,9.4,Streams
2204117,6.15,4,9.4,Alt
1994839,6.08,3.8,9.5,Jump Aim
2045906,6.42,4,9.4,Streams
1582594,5.77,4.2,9.5,Alt
1536491,6.28,4,9.5,Tech
274236,6.31,5,9,Strain Stamina
1419909,5.97,4,9.4,Awkward Aim
53913,5.51,5,8,High Density Reading
1989147,5.58,5,9,Flow Aim
2226975,5.93,4,9.3,Tech
257154,6.29,5.2,10,General Mechanics
2031188,6.12,4.3,10,Precision
1751716,6.06,5.6,10,Alt
1597855,,,,#N/A
29368,5.69,5,9,Jump Aim
136514,6.25,4,9.7,Speed
1726984,6.56,4,10,Speed
1106424,6.03,3.5,10.1,Low Density Reading
1724600,5.73,4,9.4,Kitchen Sink
1715176,6.12,4,9.5,Streams
1217462,6.33,4.5,9.2,Alt
1082145,6.59,4.2,9.5,Jump Aim
2170985,6.12,4,9.4,Streams
1921147,6.24,5,9.5,Alt
1690475,6.36,4.6,9.5,Pattern Processing
1836136,6.29,3.7,9.3,Awkward Aim
2047312,5.43,5,8,High Density Reading
1115462,6.16,4,9.4,Flow Aim
2203226,,,,#N/A
1535588,6.17,5.3,10,General Mechanics
2145701,6.3,5.2,10,Low Density Reading
2021081,6.2,4,10.3,Jump Aim
695749,6.56,4,10,Speed
41946,6.8,5,9.7,Low Density Reading
1588075,6.19,4,9.5,Kitchen Sink
1601880,6.56,4,9.5,Streams
226605,6.31,4,9,Alt
1021420,6.38,5,9.3,Streams
1565720,6.32,4,9.8,Alt
2303909,6.7,4,9.6,Tech
1903676,,,,#N/A
49101,5.77,5,8,Pattern Processing
1038473,6.58,4.2,9.5,Awkward Aim
229695,6.19,4,9,High Density Reading
2096523,6.26,4,9.6,Tech
1982706,6.26,5.2,10,General Mechanics
50658,6.18,6.5,10,Precision
119375,5.83,5.2,10,Alt
2050364,6.63,4.2,9.8,Jump Aim
907299,6.52,4.2,10.3,Speed
1922613,6.25,4.2,10.2,Speed
34819,6.33,5,9.7,Low Density Reading
2194260,6.66,3.7,9.6,Kitchen Sink
877564,7.19,4.5,9.5,Streams
1806531,6.43,3.8,9.5,Alt
1314214,6.16,4.1,9.3,
1434351,5.66,3,9.2,Streams
1540385,5.89,4.6,9.2,Alt
2056998,5.89,4,9,Awkward Aim
272454,5.96,6.5,10,General Mechanics
1165064,5.88,5.2,10,Precision
193311,6.31,4,9.7,Jump Aim
118319,6.22,4,9.7,Speed
1776628,5.82,4,9,Jump Aim
153484,6.02,4,9,Streams
684970,5.83,4.3,9.3,Alt
1217004,5.5,3.5,9.3,Tech
1025871,5.84,4.2,9,Strain Stamina
1160967,6.01,4,9.3,Awkward Aim
64665,5.17,4,8,High Density Reading
1316638,5.6,4.6,10,General Mechanics
971975,5.68,5.6,10,Precision
486131,6.05,4,10,Jump Aim
81907,5.93,4,9.7,Speed
75203,5.75,4,9.7,Speed
90961,5.27,5,8,Awkward Aim
150837,5.86,4,9,Pattern Processing
1036049,6.08,4.3,9.2,Kitchen Sink
978628,6.11,4,9.4,Streams
427090,6.5,5,9,Alt
1513645,6.04,3.9,9.4,Jump Aim
1768260,5.85,3.5,9.2,Streams
421743,5.83,4,9,Alt
1938210,5.8,4.5,9.5,Tech
1582806,5.65,4,9,Awkward Aim
1659458,5.22,3,8,High Density Reading
86757,5.8,4,9,Flow Aim
1647921,6,5.2,10,General Mechanics
1863289,5.86,5.5,10,Precision
31651,5.55,6.5,9.8,Alt
81647,6.43,4,9.7,Jump Aim
154280,6.25,5,9.7,Speed
472087,5.93,4,9.8,Speed
1752416,6.28,4,9.7,Low Density Reading
60858,5.26,5,8,Awkward Aim
278273,5.42,4,9,Pattern Processing
1176565,5.54,4,9.1,Tech
985004,6.57,4,9.3,Kitchen Sink
381798,5.65,4,9,Streams
1723257,6.14,4,9.6,Jump Aim
1040424,6.19,4,9.4,Streams
682994,5.93,4,9.2,Alt
657916,6.63,4,9.2,Tech
129847,5.7,4,9,Strain Stamina
2235254,6.52,4,9.4,Awkward Aim
67824,5.56,4,8,High Density Reading
2017276,6.14,3.8,9.5,Flow Aim
205205,6.4,5.2,10,General Mechanics
541990,6.07,5.2,10,Precision
24517,5.53,6.5,10,Alt
563370,6.5,4,10.1,Jump Aim
1654005,6.4,4,9.7,Speed
173015,5.53,4,10.3,Speed
2097809,6.08,4.8,9.7,Low Density Reading
1493332,5.58,5,8,Awkward Aim
1965586,6.07,4,9,Pattern Processing
1648053,6.3,3,9.5,Tech
702788,6.49,4,9.6,Kitchen Sink
1388622,5.97,4,9.3,Streams
985141,6.41,4.4,9.4,Alt
857586,6.68,4,9.5,Jump Aim
1756216,6.16,4.1,9.5,Tech
48386,5.71,5,7,Pattern Processing
167997,6.53,4,9,Awkward Aim
1307054,6.06,4.4,9.4,High Density Reading
1801894,5.42,4,8,Flow Aim
195477,,,,#N/A
1188172,6.64,4.6,10,Precision
707802,6.02,5.9,10,Alt
251369,6.76,4,10.3,Jump Aim
1749900,6.78,3.8,10.1,Speed
60890,6.21,4,9,Low Density Reading
142239,6.09,4,9,Awkward Aim
1899764,6.17,4,9.3,Pattern Processing
64266,5.76,5,8,Tech
1737885,6.66,4.5,9.5,Kitchen Sink
1754068,6.24,4,9.5,Streams
822219,6.82,4,9.3,Jump Aim
1935880,6.25,4.1,9.6,Streams
1011288,6.33,3,9.8,Alt
1791372,6.14,5,9.2,Strain Stamina
1866037,5.43,2.5,7,Pattern Processing
1116430,6.59,4,9.6,Awkward Aim
1967172,5.46,4.2,8,High Density Reading
1864175,6.11,3,9.7,Flow Aim
206567,6.63,5.2,10,General Mechanics
925613,5.87,7.2,10,Precision
693542,6.51,5.2,10,Alt
559372,6.75,4,10.3,Jump Aim
1507863,6.55,3.8,10,Speed
1473795,6.23,3.8,10,Speed
1754013,6.74,5,9.7,Low Density Reading
33415,5.96,5,8,Awkward Aim
1950290,6.28,4.2,9.4,Pattern Processing
1234535,6.25,4,9,Tech
669496,7.07,4,9.5,Kitchen Sink
1580160,7.26,4.5,9.4,Streams
1618986,6.78,4,9.5,Jump Aim
403276,5.88,4,9,Streams
1578256,6.65,3.8,9.5,Alt
1772923,5.63,4.1,9.4,Tech
1477910,5.9,3.8,9.5,Awkward Aim
121942,5.64,5,8,High Density Reading
1133815,6.17,5.5,10,General Mechanics
388170,6.61,4,9.7,Jump Aim
1644001,6.46,4,10,Speed
1068588,6.32,4,9.3,Jump Aim
1497282,6.07,4.2,9.5,Streams
801585,,,,#N/A
1373031,6.18,4,9.4,Tech
1427449,5.26,5,8.5,Awkward Aim
1704553,5.9,4.2,9.1,High Density Reading
1863135,5.97,5.9,10,General Mechanics
750762,6.21,5.2,10,Precision
2014059,6.23,3.6,10.1,Jump Aim
73139,6.14,4,9.7,Speed
972034,6.15,4.2,9.3,
2104765,6.54,4.2,9.5,Jump Aim
1304049,6.47,4.3,9.4,Streams
132466,5.69,5,9,Alt
1095907,5.95,4,9.5,Tech
827223,5.66,5,8,Awkward Aim
1193089,6.62,4,9.5,High Density Reading
1007896,5.97,2,9.3,Flow Aim
1971136,6.41,5.2,10,General Mechanics
93947,6.2,6.5,10,Precision
2014556,6.24,5.2,10,Alt
615227,6.49,4,10,Speed
767861,,,,#N/A
1268530,6.23,4.5,9.5,Tech
45211,5.27,4,8,Awkward Aim
1935932,5.97,4.5,9.2,Flow Aim
766202,6.49,6.5,10,General Mechanics
245284,6.64,5.2,10,Precision
1175602,6.53,5.2,10,Alt
43827,6.53,5,9.7,Jump Aim
114716,6.85,4,10.3,Speed
380012,6.35,4,10.3,Speed
1106704,6.54,4,9.4,
1235951,6.82,4,9.5,Jump Aim
394069,6.78,4,9.5,Streams
1189538,6.44,4,9.6,Alt
1356012,6.38,4,10,Tech
1711326,6.86,3,9.6,Strain Stamina
1356688,5.51,4,8,Awkward Aim
2034284,6.48,4,9.6,High Density Reading
1603376,5.86,2.8,9,Flow Aim
637391,6.35,5.2,10,Precision
2250659,6.07,5.5,10,Alt
2037594,7.09,4,10,Jump Aim
2276963,6.34,4.4,10.3,Speed
114599,7.07,4,9.7,Speed
1248316,6.91,4.2,9.6,
2262204,7.04,3.9,9.6,Jump Aim
1862241,6.95,4.3,9.5,Streams
177493,6.12,4,9,Alt
1993172,6.68,4,9.6,Tech
2129097,6.87,4,9.5,Strain Stamina
1587275,7.19,4.2,9.8,Pattern Processing
2066755,6.57,4,9.5,Awkward Aim
1570419,4.78,3.4,8,High Density Reading
665149,6.42,4.7,9.5,Flow Aim
1706996,6.71,5.2,10,General Mechanics
168481,6.69,6.5,10,Precision
609843,6.8,5.2,10,Alt
675854,7.03,4,9.9,Jump Aim
1875707,6.51,4,10.1,Speed
1232252,7.08,4,9.9,Speed
2083421,6.34,3.8,10.3,Low Density Reading
1589304,6.95,4,9.6,
1290650,7.06,4,9.7,Jump Aim
2026805,6.71,4.2,9.6,Streams
2167265,6.8,4,9.6,Alt
1909963,6.61,4,9.8,Tech
2554582,6.31,4.2,8.2,Strain Stamina
2272442,6.61,4,9.3,Awkward Aim
1939633,6,5.5,8,High Density Reading
1793422,6.95,5.5,10,General Mechanics
1596845,6.97,6.5,10,Precision
2152441,7.12,5.2,10,Alt
91462,7.18,4,9.7,Jump Aim
1985884,6.86,4,10.3,Speed
552280,6.91,4,10.3,Low Density Reading
2218537,7.51,4,9.6,
1810154,7.13,4,9.8,Jump Aim
1682412,7.33,4.3,9.6,Streams
2256378,6.55,5.3,8,Alt
1351972,7.13,4,9.6,Tech
169841,6.55,4,9,Strain Stamina
1451733,6.49,4,9.3,Pattern Processing
462700,6.83,5,9.3,Pattern Processing
1954858,6.7,3.8,9,Awkward Aim
1486534,6.21,4,8,High Density Reading
1292962,7.02,4,9.7,Flow Aim
1843575,6.21,4,9.5,Tech
1918015,7.17,5.2,10,General Mechanics
953133,7.22,6.5,10,Precision
1955676,6.97,4.9,10,Alt
2136080,6.8,5.9,10,Low Density Reading
1915798,7.02,4,10.3,Jump Aim
1316417,7.39,5,10.1,Speed
96587,7.43,4,9.7,Speed
1773874,7.11,4,10.3,Low Density Reading
764082,7.34,4,9.7,
970078,7.16,4,9.8,Jump Aim
1518377,7.39,4,9.5,Streams
2072475,6.98,4.2,9.6,Alt
1969171,,,,#N/A
1963137,7.39,4.7,9.6,Strain Stamina
1629195,6.31,5.2,8.2,Pattern Processing
715043,6.81,5,9,Pattern Processing
847592,7.17,4,9.8,Awkward Aim
1911123,5.72,5,8,High Density Reading
1988829,7.25,3.8,9.5,Flow Aim
2205312,6.99,4.4,9.3,Tech
2234163,7.11,5.6,10,General Mechanics
231480,7.07,6.5,10,Precision
1921069,7.16,5.2,10,Alt
1269564,6.72,6,10,Low Density Reading
971528,7.21,4,10.3,Jump Aim
1772924,7.18,4,10.3,Speed
634351,7.62,5,9.7,Low Density Reading
1897802,7.53,4.5,9.7,
1508949,,,,#N/A
1463294,6.15,3.6,9.3,Alt
1575929,6.22,4,9.4,Tech
806581,6.39,5.2,10,General Mechanics
1704329,6.28,6.5,10,Precision
1207310,6.44,4,10.2,Jump Aim
109974,6.29,4,9.7,Speed
860047,5.98,4,9.3,Jump Aim
384313,6.83,4.2,9.5,Streams
934812,5.78,4,9.2,Alt
2054203,5.46,3.5,9,Tech
135804,5.54,4,9,Awkward Aim
1575952,6.18,5.2,10,General Mechanics
110628,5.51,6.5,10,Precision
1414553,6.19,4,10,Jump Aim
582773,5.92,4,9.7,Speed
71332,5.92,4,9,Speed
59892,4.84,5,8,Awkward Aim
1563369,5.71,3,9,Pattern Processing
957468,6.17,4,9.3,
918428,6.25,4,9.4,Jump Aim
2056505,6.24,5,9.6,Streams
977198,5.91,4,9.5,Alt
1345674,5.35,3.8,9.2,Tech
1193310,5.94,4,9.6,Awkward Aim
1362551,6.16,5.9,10,General Mechanics
953945,5.91,5.2,10,Precision
1647371,6.04,4,10.3,Jump Aim
2087482,5.97,3.5,9.7,Speed
179507,5.98,4,9.7,Speed
385856,6,4,9,Awkward Aim
2256655,5.36,5,8,Pattern Processing
1420353,6.29,4.2,9.4,
1791963,6.35,4,9.5,Jump Aim
420964,6.42,4,9,Streams
277983,6.1,4,9,Strain Stamina
305445,6.09,4,9,Awkward Aim
931575,5.99,4.3,9.5,High Density Reading
154988,5.08,4,8,Flow Aim
2112709,6.26,4.9,10,General Mechanics
1419909,6.36,5.2,10,Precision
129489,5.73,6.5,10,Alt
163054,6.73,4,10.3,Jump Aim
744444,5.98,4,9.7,Speed
515360,6.13,4,10,Speed
117182,6.41,4,9.7,Low Density Reading
1463564,5.9,4,9,Awkward Aim
1844892,5.76,5,8,Pattern Processing
1505901,6.69,4,9.5,
2140939,6.86,4,9.5,Jump Aim
995693,,,,#N/A
1722775,6.1,4,9.5,Alt
1006386,6.07,3,9.6,Tech
100237,5.58,5,8,Strain Stamina
1912910,6.2,4,9,Awkward Aim
1573659,5.29,5,8,High Density Reading
1572436,5.88,4.1,9.4,Flow Aim
1877730,6.33,5.2,10,Precision
487900,6.34,5.2,10,Alt
184308,6.88,4,10.3,Jump Aim
711305,6.56,4,10.2,Speed
72284,6.25,4,9.7,Speed
75574,6.3,5,9.7,Low Density Reading
403276,5.88,4,9,Awkward Aim
609843,6.45,4,9.4,Pattern Processing
1965789,6.51,4,9.3,
1838165,7.12,4,9.7,Streams
1354636,6.63,4.2,9.6,Alt
1810374,7.07,4.1,9.9,Tech
2223096,6.42,4,9.6,Strain Stamina
2223745,6.65,4.5,9.5,Pattern Processing
1896581,6.04,4.4,9.4,Awkward Aim
1636127,6.69,4,9.3,Flow Aim
1010809,6.53,5.5,10,General Mechanics
2233533,6.34,5.2,10,Precision
247195,6.83,6.5,10,Alt
247999,7.07,4,10.3,Jump Aim
1347999,,,,#N/A
53493,6.53,5,9.7,Low Density Reading
1689265,6.29,3.5,9.6,Awkward Aim
1618445,5.79,5,8.2,Pattern Processing
1721685,6.96,4.2,9.7,
1979409,7.79,4.2,9.5,Jump Aim
2015643,7.13,4.5,9.8,Streams
2316728,6.66,4.5,9.6,Alt
1426307,5.85,7,9.3,Tech
2254959,6.42,4.3,9.5,Strain Stamina
164432,6.92,4,9,Pattern Processing
1770594,6.67,4,9.4,Awkward Aim
2007648,6.98,4,9.5,High Density Reading
1225022,7.12,5.2,10,General Mechanics
1083202,6.34,5.5,10,Precision
822166,7.28,6.5,10,Alt
673787,7.25,4.5,10.3,Jump Aim
2036906,6.95,4,10.3,Speed
74117,7.1,4,9.7,Speed
1236367,6.97,4,9.7,Low Density Reading
1125657,6.07,5,8,Awkward Aim
1579823,6.8,3,9.3,Pattern Processing
1705819,7.29,4,9.8,
1808741,6.05,4.1,9.5,Jump Aim
609843,6.45,4,9.4,Streams
168031,5.91,4,9,Alt
1187506,6.2,4,9.3,High Density Reading
662054,6.07,5.2,10,General Mechanics
2173973,6.16,5.7,10,Precision
1156642,6.66,4,10.2,Jump Aim
146985,5.94,4,9,Alt
2143344,6.4,4.2,9.5,Tech
283705,6.1,4,9,Strain Stamina
1329304,5.95,3.2,9.5,Awkward Aim
688886,6.15,5.7,10,General Mechanics
1674105,5.92,6.5,10,Precision
1148949,5.79,4,10,Jump Aim
61232,6.37,4,9.7,Speed
1530199,6.1,3.5,9.3,Pattern Processing
1209172,6.38,4.2,9.2,
1184664,6.24,4.2,9,Jump Aim
1694860,6.5,4,9.5,Alt
675659,6.35,4,9.6,Tech
360345,6.52,4,9.4,Strain Stamina
96314,5.02,5,8,Awkward Aim
1459734,6.45,4.2,9.5,High Density Reading
1034472,6.07,4,9.4,Flow Aim
80091,6.09,5.2,10,General Mechanics
516785,6.24,6.5,10,Precision
775362,6.06,5.5,10,Alt
569737,6.55,4,10.2,Jump Aim
2171641,6.79,4,10.3,Speed
1276080,6.24,4,9.8,Low Density Reading
2110050,5.71,4,8,Awkward Aim
2042429,7.42,4.5,9.4,
785048,6.67,4,9.8,Jump Aim
1557181,6.66,4,9.5,Streams
1342357,6.48,4,9.6,Alt
986491,6.49,4.7,9.5,Pattern Processing
1526532,,,,#N/A
1055828,6.37,5.2,9.2,High Density Reading
1811460,6.35,4.8,9.3,Flow Aim
1025551,6.61,5.3,10,General Mechanics
627961,6.63,6.5,10,Precision
1582579,6.63,5.2,10,Alt
969420,6.96,4,10,Jump Aim
1348764,6.46,4.2,10.3,Speed
374403,6.94,4,9.7,Speed
140886,6.86,4,9.7,Low Density Reading
118380,6.55,4,9,Pattern Processing
2232950,7.2,4,9.5,
2173926,6.98,4.2,9.4,Jump Aim
1092615,7.02,4,9.6,Alt
2144225,6.6,4.2,9.6,Tech
445192,6.73,4,9.3,Strain Stamina
1806531,6.43,3.8,9.5,Pattern Processing
1694395,,,,#N/A
1731253,6.83,4,10,High Density Reading
678106,6.84,4.2,9.5,Flow Aim
1524104,7.17,5.2,10,General Mechanics
1863199,7.27,6.5,10,Precision
1040424,6.68,5.2,10,Alt
1584191,7.58,4,10.5,Jump Aim
867391,7.38,4,10.3,Speed
1587083,7.24,3.8,10.2,Speed
131147,6.58,4,9.7,Low Density Reading
2270502,7,4.1,9.6,Awkward Aim
750244,6.64,4,9.3,Pattern Processing
1954858,6.7,3.8,9,Tech
2076663,6.98,4.5,9.6,
1625960,5.49,4,9.3,Jump Aim
1462834,5.28,4.3,9.2,Streams
1754352,5.29,5,9,Alt
533622,5.63,4,9.3,Tech
1981844,5.46,3.5,9,Awkward Aim
283182,3.93,4,7,High Density Reading
375423,5.36,5.2,10,General Mechanics
72604,5.28,6.5,10,Precision
553689,5.47,4,9.7,Jump Aim
162608,5.57,4,10,Speed
1783651,5.27,3.8,9,Jump Aim
1559384,5.05,4,9,Streams
266778,5.39,5,9,Alt
1191921,5.2,3.8,9.2,Strain Stamina
1443057,5.68,4,9,Pattern Processing
177183,5.2,4,9,Awkward Aim
113587,4.71,4,8,High Density Reading
483880,5.48,5.2,10,General Mechanics
100133,5.19,6.5,10,Precision
2090093,5.19,4,9.7,Jump Aim
105891,5.79,4,9.7,Speed
127733,5.58,4,9.7,Speed
982793,5.46,3.5,9.2,Awkward Aim
66662,4.46,5,8,Pattern Processing
1313790,5.76,4.3,9.2,
418139,5.75,4,9,Jump Aim
241431,5.78,5,9,Alt
693288,5.88,4,9,Strain Stamina
1927444,5.36,4,8.4,Pattern Processing
2106640,5.61,4,9,Awkward Aim
88633,5.21,4,8,High Density Reading
1410776,5.81,5.2,10,General Mechanics
1072406,5.74,5.2,10,Precision
226351,5.87,4,9.7,Jump Aim
40401,5.89,5,9,Speed
27034,5.15,5,8,Awkward Aim
555116,5.12,4,9,Pattern Processing
981872,5.7,3,9.2,
2196278,5.99,4,9.5,Jump Aim
1176958,6.19,3.8,9.3,Streams
1717182,6.1,4.2,9.2,Alt
1104818,5.93,4,9.3,Strain Stamina
297463,5.5,4,9,Pattern Processing
68624,5.07,4,8,Awkward Aim
1766841,5.75,4.2,9.1,High Density Reading
933615,5.8,6.5,10,General Mechanics
1088043,5.85,5.2,10,Precision
2012527,5.99,4.2,10.3,Jump Aim
1347993,5.95,3.8,9.2,Pattern Processing
898654,6.2,4.2,9.3,
1714636,5.78,4,9.3,Alt
2096523,6.26,4,9.6,Strain Stamina
1982581,5.8,5,9,Pattern Processing
83603,5.34,4,8,Awkward Aim
1116417,6,4.3,9.3,High Density Reading
1071438,6.16,4,9.4,Flow Aim
1656870,6.17,6.5,10,General Mechanics
996731,6.04,4.9,10,Precision
853167,6.24,5.2,10,Alt
1359565,5.88,4.2,10.3,Jump Aim
50354,5.59,5,8,Awkward Aim
1634887,6.2,4,9.4,Pattern Processing
1658063,6.17,3.8,9.6,Tech
1940170,6.36,4,9.5,Jump Aim
1553251,6.26,4,9.4,Streams
1809677,6.57,4,9.5,Alt
1434424,6.5,4,9.6,Tech
2023935,6.25,4.2,9.5,High Density Reading
1245345,6.03,4.5,9.2,Flow Aim
841343,6.25,6.5,10,General Mechanics
950234,6.53,5.2,10,Precision
684970,6.29,5.6,10,Alt
1478254,6.24,4,10,Speed
671521,5.56,5,8,Awkward Aim
990396,6.15,4,9.6,Pattern Processing
1051486,6.7,3.8,9.6,Tech
2132327,6.61,3.5,9.4,Jump Aim
1843575,6.21,4,9.5,Tech
1168109,6.76,4.3,9.6,Strain Stamina
1978833,6.74,5.2,9.4,Pattern Processing
1266164,6.69,4,9.5,Awkward Aim
546944,6.45,4.7,9.5,Flow Aim
